web-scraper-order,web-scraper-start-url,cfp_link,cfp_link-href,cfp_text
1624306587-338,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=5,IJSCAI 2021,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=110086&copyownerid=33993,"International Journal on Soft Computing, Artificial Intelligence and Applications (IJSCAI)Call for PapersInternational Journal on Soft Computing, Artificial Intelligence and Applications (IJSCAI) is an open access peer-reviewed journal that provides an excellent international forum for sharing knowledge and results in theory, methodology and applications of Artificial Intelligence, Soft Computing. The Journal looks for significant contributions to all major fields of the Artificial Intelligence, Soft Computing in theoretical and practical aspects. The aim of the Journal is to provide a platform to the researchers and practitioners from both academia as well as industry to meet and share cutting-edge development in the field.
Authors are solicited to contribute to the journal by submitting articles that illustrate research results, projects, surveying works and industrial experiences that describe significant advances in the areas of Soft Computing, Artificial Intelligence and Applications.Topics of interest include but are not limited to, the following                              Artificial Intelligence          AI Algorithms          Artificial Intelligence tools & Applications          Automatic Control          Bioinformatics          Natural Language Processing          CAD Design & Testing          Computer Vision and Speech Understanding          Data Mining and Machine Learning Tools          Fuzzy Logic          Heuristic and AI Planning Strategies and Tools          Computational Theories of Learning          Hybrid Intelligent Systems          Information Retrieval          Intelligent System Architectures          Knowledge Representation          Knowledge-based Systems          Mechatronics          Multimedia & Cognitive Informatics          Neural Networks          Parallel Processing          Pattern Recognition          Pervasive computing and ambient intelligence          Programming Languages          Reasoning and Evolution          Recent Trends and Developments          Robotics          Semantic Web Techniques and Technologies          Soft computing theory and applications          Software & Hardware Architectures          Web Intelligence Applications & Search                          Soft Computing          Fuzzy Systems          Neural Networks          Machine learning          Probabilistic Reasoning          Evolutionary Computing          Pattern recognition          Hybrid intelligent systems          Software agents          Morphic Computing          Image processing          E-commerce, e-medicine          Rough Sets          Symbolic machine learning          Wavelet          Signal or Image Processing          Vision Recognition          Biomedical Engineering          Telecommunications          Reactive Distributed AI          Nano & Micro-systems          Data Visualization                    Paper Submission:Authors are invited to submit papers for this journal through E-mail : ijscai@aircconline.com. Submissions must be original and should not have been published previously or be under consideration for publication while being evaluated for this Journal.Important Dates :Submission Deadline:June 26, 2021  Authors Notification:       July 26, 2021Final Manuscript Due:       August 03, 2021Publication Date:Determined by the Editor-in-ChiefCurrent IssueNovember 2019, Volume 8, Number 4 Quality Identification of Endemic Pagaralam Salak Fruit using Expert System  
Buhori Muslim, Desi Puspita and Kasih Lestari, Sekolah Tinggi Teknologi Pagaralam, IndonesiaThe Effects of the LDA Topic Model on Sentiment Classification 
DU Jing Wei, Jinan University, China.Editor in Chief       Tad Gonsalves, Sophia University, JapanEditorial Board       Abhishek Sachan,  Maulana Azad National Institute of Technology Bhopal, India    Ahmed Taisser, Cairo University, Egypt    Anamika Yadav,  National Institute of Technology, India    Anja Richert, RWTH Aachen University,Germany    Asadollah Shahbahrami, University of Guilan, Iran    Dalila Guessoum,  Saad Dahleb University, Algeria    Deepali Kamthania, Indian Institute of Technology, India    Djouani, University Paris-Est Créteil, France    Doreswamy, Mangalore University, India    Ehsan Heidari, Islamic Azad University, Iran...for more"
1624306439-279,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=8,FAIML 2021,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=118191&copyownerid=93140,"★2021 International Conference on Frontiers of Artificial Intelligence and Machine Learning (FAIML 2021)  - Ei Compendex & Scopus—Call for paper 

August 13-15, 2021｜Stockholm, Sweden｜Website: www.faiml.org 



★Researchers, scientists, engineers and industry professionals will join together this year at FAIML 2021, where the latest research will be unveiled and groundbreaking research projects will be presented. The field of Frontiers of Artificial Intelligence and Machine Learning is entering an era of unprecedented change and innovation. FAIML 2021 presents one of 2021’s premiere opportunities to hear from and network with an international array of experts on the ever evolving state of the field.



★Publication and Indexing

All accepted papers will be published in the digital conference proceedings which will send to be indexed by all major citation databases such as Ei Compendex, Scopus, CPCI, Google Scholar, Cambridge Scientific Abstracts (CSA), Inspec, SCImago Journal & Country Rank (SJR), EBSCO, CrossRef, Thomson Reuters (WoS), etc.

Selected papers will be recommended to be published in International Journal of Robotics and Mechatronics.



★Keynote Speakers

Prof.Henning Müller, Techno-Pôle 3, 3960 Sierre, Switzerland

Prof. Dr. Ajith Abraham, Machine Intelligence Research Labs (MIR Labs), USA



★Program Preview/ Program at a glance 

August 13: Registration + Icebreaker Reception

August 14: Opening Ceremony+ KN Speech+ Technical Sessions

August 15: Technical Sessions+ Half day tour/Lab tours



★Paper Submission

1. Submit Via CMT: https://cmt3.research.microsoft.com/FAIML2021

2.Submit Via email directly to: faiml@iased.org  



★CONTACT US

Ms. Mia J. Lee

Email: faiml@iased.org 

Website: www.faiml.org



Call for papers(http://www.faiml.org/cfp):

Adaptive and flexible industrial robotics 



Hybrid Learning Models and Methods



Advanced Tool Condition Monitoring



Image recognition and interpretation



Agriculture robots 



Intelligent Avionics



AI applications in business, industry and entertainment 



Intelligent buildings and warehouses 



AI Planning for robotics 



Intelligent Business Decisions



AI-based clinical decision making and Clinical Decision Support Systems



Intelligent Data Analysis



Airspace Control, Traffic and Transportation



Intelligent data mining 



Artificial Intelligence and Technology



Intelligent Database Systems



Artificial Intelligence in Modelling and Simulation



Intelligent devices and instruments



Artificial Intelligence in Scheduling and Optimization



Intelligent Traffic Engineering



Automated reasoning



Intelligent transportation systems 



Automation, Mechatronics and Robotics



Intelligent web­based business 



Autonomous vehicles 



Knowledge Discovery



Bioinformatics



Knowledge Engineering



Business Intelligence 



Knowledge Processing



Business Intelligence in Health Care



Machine Learning



Business Process Intelligence



Medical knowledge engineering



Cognitive robotics 



Mobile robots localization and navigation"
1624306023-116,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=16,AIBC--Ei and Scopus 2022,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=134280&copyownerid=13881,"2022 3rd International Artificial Intelligence and Blockchain Conference (AIBC 2022)--Ei Compendex, Scopus



2022 3rd International Artificial Intelligence and Blockchain Conference (AIBC 2022) will be held during 24-26 February, 2022 in Macau, China



Conference Website: http://www.aibc.org





AIBC 2022 information: 

1. AIBC 2022 is supported by ACM Singapore Chapter.

2. Accepted papers will be published in the Conference Proceedings, which is indexed by EI Compendex and Scopus, etc.

3. AIBC 2020 was successfully held during May 13-15, 2020 all the papers have been indexed by EI Compendex and Scopus.  AIBC 2021 was successfully held during Feb 24-26, 2021.

4. Prof. Qiangfu Zhao from University of Aizu, Japan, Prof. Chin-Chen Chang from Feng Chia University, Taiwan and Prof. Kuo-Hui Yeh from National Dong Hwa University, Taiwan will be the keynote speakers



Conference Venue

University of Macau, China

https://www.um.edu.mo/

Address: University of Macau, Avenida da Universidade, Taipa, Macau, China



Submission and Contact Methods

Submission Methods: 

http://confsys.iconf.org/submission/aibc2022

E-mail: aibc@acm-sg.org

Conference Specialist: Mr. Cheney Zhu



AIBC 2022 can provide a forum for researchers, practitioners, and professionals from the industry, academia and government to discourse on research and development, professional practice in Artificial Intelligence and Blockchain. 

For more conference information, please visit the conference website: http://www.aibc.org"
1624306003-108,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=16,CSMO 2022,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=134149&copyownerid=90512,"Call For Papers

2022 6th International Conference on Simulation, Modeling and Optimization (CSMO 2022)

Chengdu, China | Apr. 28-30, 2022

Web: http://www.csmo2022.org/





2022 6th International Conference on Simulation, Modeling and Optimization (CSMO 2022) is a wokshop of DMCIT 2022, which is organized by Asia Pacific Institute of Science and Engineering (APISE), and media supported by MDPI-Information. CSMO 2022 will be held in Chengdu, China during Apr. 28-30, 2022.



CSMO 2022 is a not-to-be-missed opportunity that distills the most current knowledge on a rapidly advancing discipline in one conference. Join key researchers and established professionals in the field of Simulation, Modeling and Optimizationas they assess the current state-of-the-art and roadmap crucial areas for future research.



●The topics of conference are included below, but not limited to :

Artificial Intelligence

Biomedical Engineering

Chemical Engineering

 	 	 

Computer Engineering

Civil Engineering

Electrical Engineering

 	 	 

Engineering Systems Management

Mechanical Engineering

Applied Mathematics

 	 	 

Statistics and Probability

Mathematical Modeling and Simulations

Combinatorics and Discrete Mathematics



●Paper Submission

Electronic submission system: https://cmt3.research.microsoft.com/CSMO2022

E-mail: csmo@apise.org



●Call for participants

1,Presenter: If you are interested in giving presentation on conference,without publishing your paper in the proceeding,you need to submit the abstract and title of your presentation to us: csmo@apise.org



2,Listener: You are welcome to attend this great event. You need to complete the registration as Listener before the registration dealdine.



3,Reviewer: We sincerely welcome professors, associate professors, teachers and other experts in the areas of Simulation, Modeling and Optimization join the conference as a reviewer.



●Contact Us

Ms. Con Cong

Email: csmo@apise.org

Tel:+852-30506939( Hong Kong)

Web: http://www.csmo2022.org/"
1624306236-200,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=12,"IEEE--RCAE--Ei Compendex, SCOPUS 2021",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=129531&copyownerid=13881,"RCAE 2021--Scopus, Ei Compendex



★Full Name: 2021 The 4th International Conference on Robotics, Control and Automation Engineering

★Short Name: RCAE 2021

★Time: November 4-6, 2021

★Venue: Wuhan Institute of Technology (Liufang Campus), Wuhan, China

★Website: http://www.rcae.net



★★Call for Papers:

The conference organizing committee invites researchers worldwide to submit papers and share the valuable experiences with the scientists from the world. Topics of interest for submission include, but are not limited to:

Modeling and identification; 

Humanoid robots; Mobile robots; 

Multi-robot systems; Mobile sensor networks; 

Perception systems;  

Intelligent autonomous systems; 

Micro robots and micro-manipulation; 

Visual servoing; Dexterous manipulation; 

Search, rescue and field robotics; 

Robot sensing and data fusion; 

Localization, navigation and mapping; 

Medical robots and bio-robotics; 

Collective and social robots; 

...

More details, please view:http://www.rcae.net/cfp.html



★★Paper Publication

Submitted papers will be peer reviewed by conference committees, and accepted full papers will published in RCAE 2021 Conference Proceedings, which will be archived in IEEE Xplore, and indexed by EI Compendex, Scopus, and other indexing services.

Good News! RCAE 2021 is listed in IEEE Official Conference Calendar.





★★Keynote Speakers

Prof. Danica Kragic, Royal Institute of Technology (KTH), Sweden (IEEE Fellow)

Prof. Daniel Quevedo, Queensland University of Technology, Australia (IEEE Fellow)

Prof. Aiguo Song, Southeast University, China

Prof. Hao Luo, Harbin Institute of Technology, China

Prof. Zhiwei Gao, Northumbria University, United Kingdom

Prof. Jangmyung Lee, Pusan National University, Korea



★Submission Method★

1. Full paper (publication and presentation)

2. Abstract (only presentation)

★Submission Online Electrical System: http://confsys.iconf.org/submission/rcae2021

More detail about submission, please visit at http://www.rcae.net/sub.html



★Conference schedule★

November 4, 2021 | 10:00 - 16:00 | Registration & Material Collecting

November 5, 2021 | 09:00 - 20:00 | Opening Remark & Keynote Speeches & Presentation Sessions

November 6, 2021 | 09:00 - 17:00 | Social Program



★Conference venue★

Wuhan Institute of Technology (Liufang Campus), Wuhan, China



Address: LiuFang Campus, No. 206, Guanggu 1st road, Donghu New & High Technology Development Zone, Wuhan, Hubei Province, P.R. China



★Contact us★

Chris Zhang (Conference Secretary)

E-mail: rcaesub@academic.net

Tel: +86-18117807842

(office time 10:00 - 17:00, Time zone: GMT+8 | Monday to Friday)"
1624306692-376,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=3,IJHAS 2021,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=119568&copyownerid=46167,"International Journal of Humanities, Art and Social Studies (IJHAS)Call for PapersInternational Journal of Humanities, Art and Social Studies is an open access peer-reviewed journal that publishes articles which contribute new results in all areas of humanities, art and social science. The journal focuses aims to promote interdisciplinary studies in humanities and social science and become the leading journal in humanities and social science in the world. The goal of this journal is to bring together researchers and practitioners from academia and industry to focus on areas of literary and social studies for a cross cultural exploration and subsequent innovation of subjects concerned and establishing new collaborations in these areas. Authors are solicited to contribute to this journal by submitting articles for the development of humanities and social science fields..Topics of interest include but are not limited to, the followingHumanities and social science such as anthropologyBusiness studiesCommunication studiesCorporate governance Criminology, Cross-cultural studies Demography, Development studiesEconomicsEducationLanguage and LinguisticsHistoryLiteraturePerforming ArtPhilosophyReligionVisual ArtsAnthropology, Area Studies, ArchaeologyCulture and Ethics StudiesEconomics, Ethics, Geography, HistoryGender and Sexuality Studies, GeographyIndustrial relations, Information Science, International relationsLaw, Linguistics, Library science, Linguistics LiteratureMedia studies, MethodologyParalegal, Performing arts (music, theatre & dance)Political science, Philosophy Psychology,  Population Studies, Public administrationReligious studiesSocial welfare, SociologyWomen studies and so onPaper Submission:Authors are invited to submit papers for this journal through E-mail ijhas.journal@airccse.com. Submissions must be original and should not have been published previously or be under consideration for publication while being evaluated for this Journal..Important Dates :Submission Deadline:June 26, 2021  Authors Notification:       July 26, 2021Final Manuscript Due:       August 03, 2021 Publication Date:Determined by the Editor-in-ChiefCurrent IssueVolume 3, Number 4The Interface of Footballing and Gambling Saga Among Muslim Youths in Nigeria: Contemporary Challenges  and Islamic Solution 
Muhammad Maga Sule and Adam Yusuf Adam, Usmanu Danfodiyo University, Nigeria
State Civil Society Relationship in Zambia 
Mulonda Munalula, Kanyamuna Vincent and Kanenga Haggai, University of Zambia, Zambia
Influences of English and Kiswahili on Kibena Meaning Extension Through Language Contact 
Neema Amos Chaula, University of Iringa, Tanzania
The Analysis of Character Education in Indonesia 
Ellectrananda Anugerah Ash-shidiqqi, Sebelas Maret University, Indonesia
Security Sector Reform in Ethiopia: A Study on Amhara National Regional State Police Force
Wallelign Zelalem Getie, Debre Markos University, Ethiopia
Editorial Board Members   Abul Salam,  UAE University, Abu Dhabi UAEAhmad Reza Yalameha, University of Dehaghan unit, IranAli Yigit, Kirklareli University, TurkeyAmrut Sadachar, Iowa State University, IowaAntigha Okon Bassey, University of Calabar, NigeriaAshutosh Kumar Dubey, Trinity Institute of Technology & Research,Bhopal, IndiaBonnie Ahn, Southeastern Louisiana University, HammondCarljohnson G. Anacin, University of the Cordilleras, PhilippinesChelliah S,Madurai Kamraj University, IndiaChinmay Biswas, West Bengal State University, IndiaChristina Gardner-McCune, University of Florida, USA...for more"
1624306719-386,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=2,SAML 2021,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=135352&copyownerid=169472,"The increasing usage of machine learning (ML) coupled with the software architectural challenges of the modern era has given rise to two broad research challenges: i) Software architecture (SA) for ML-based systems and ii) ML techniques for (better) architecting any software system. In recent times, both the research and practitioner community have started exploring these research areas at the intersection of SA and ML. As a result, there have been emerging contributions from the scientific and practitioner community in these two research areas. However, these contributions are scattered across different communities of software engineering, self-adaptation, ML, etc. The goal of SAML 2021 is to bring together practitioners and the research community in one common platform to explore: i) how to come up with better SA practices for architecting ML-based systems; ii) how to leverage ML techniques to better architect software systems; iii) state of research and practice in architecting ML-based systems and in using ML techniques for architecting modern software systems. Further, SAML 2021 shall also provide a common forum to bring together both practitioners and researchers of SA and ML communities to identify and fill the research gaps that can benefit both communities. SAML 2021 seeks contributions in the form of full research papers, industry experience reports and short papers in topics including but not limited to:



1. Architecture design, analysis and evaluation of ML-based systems

2. Architecture frameworks, patterns and models for ML-based systems

3. Integration of ML development process and software development processes

4. Use of ML/AI for Architecting practices

5. Architecting Self-adaptive systems using ML/AI

6. Role of software architect in architecting ML-based systems

7. Software Architecture and MLOps practices

8. Quality conformance of ML-based systems

9. Architecture and Technical Debt in ML-based systems

10. Maintenance and Managing evolution of/in ML-based systems

11. Case studies and experience reports

12. Social and Organizational aspects of architecting ML-based software systems

13. Architecting ML/data pipelines



Types of submission 



1. Regular full papers (including industry experience papers), which should not exceed 10 pages including all text, references, appendices, and figures



2. Short papers (including experience papers), which should not exceed 9 pages (at least 5 pages) including all text, references, appendices, and figures



3. Position papers with expressed interest, 1 page



For more details, please visit the website: https://saml2021.disim.univaq.it/"
1624305975-97,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=17,INTAP 2021,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=133796&copyownerid=169191,"The 4th International Conference on Intelligent Technologies and Applications (INTAP'21) will be held on October 11–13, 2021 at the University of Agder (UiA), Grimstad, Norway. INTAP'21 will be co-organised by the University of Agder (UiA) and by Oslo Metropolitan University (OsloMet) with the support of the Center for Artificial Intelligence Research (CAIR), UiA, Norway, and the Artificial Intelligence Research Group, Islamia University of Bahawalpur (IUB), Pakistan. INTAP'21 will be technically sponsored by Springer. INTAP'21 will address recent advancements in the field of machine learning and artificial intelligence that has resulted in a number of emerging fields of research such as Robotics, Ambient Intelligence, Pervasive Intelligence, Web Intelligence, Bio-Inspired Intelligence, and many more. Emergence of new fields of intelligent computing has opened novel horizons of research and development. These advancements in the field of intelligent computing are effecting the human life. Moreover, we are interested to investigate the way of the modern intelligent technologies simplifying decision making and information processing.



The aim of this conference is to provide an internationally respected forum for scientific research in the computer-based methods and technologies of collective intelligence and their applications in (but not limited to) such fields as green computing, ambient computing, ubiquitous computing, power computing, global computing, pervasive computing, etc.





Topics of interest for INTAP'21 include, but are not limited to:



- Intelligence: Agents, deep learning, machine learning, knowledge representation, web intelligence, multiple intelligence, and natural language understanding, etc.

- IoT: AI Powered Sensors for IoT, Sensor based Systems, Sensor fusion, Smart buildings, Smart Cities, Wearable systems, Implantable Systems, etc.

- Smart Electrical Energy Systems: Opportunities and Challenges for Integration of Renewable Energy Systems

- Data Analysis: Big data analytics, text analytics, web analytics, business intelligence, etc.

- Decision support systems: humanitarian operations, Health emergencies and pandemics, Business and commercial settings, Industrial operations, etc.

- Intelligent Environments: Ambient, virtual, and mixed reality, semantic web, etc.

- Social Media Analytics: Text mining, opinion mining, sentiment analysis, etc.

- Smart Environments: Pervasive intelligence, ubiquitous computing, RFID and BLE, etc.

- Robotics: Machine Design, Industrial IT, Intelligent Monitoring, Robotics & Vision, Collaborative Robots, Urban Ocean Technology.

- Visual Communication: Affective interactions, intelliVision, multimedia learning, intelligent video surveillance

- Intelligent Telecom Systems: 5/G IOT, Digital Forensices, Fraud mitigation, Market Analysis and Forecast

- AI and ML in Security: AI and ML for border security, AI and ML for threat and attack modelling, AI and ML for criminal ontologies, AI and ML for secure information communication, privacy preserving AI and ML, trustworthy AI, AI and ML applications in security of energy, health, crime, smart city, smart grid etc. domains, AI and ML in biometrics, big-data and AI in security

- AI for Software Engineering: principles, practices and applications

- ML in energy sectors and materials: electrical and heat load forecasting, wind power and PV generation forecasting, control of micro grids, equipment condition monitoring and maintenance, power supply restoration, etc.

- Applications of intelligent technologies in Emergency Management: smart technologies for situational awareness, disaster event detection and prediction, evacuation support, robotics and UAV for decision support, cyber-physical systems, data fusion and visualisation, security and safety for smart cities, smart technologies, and automation for information sharing

- ML and AI for Intelligent Health

- ML and AI for sensing technologies: RF sensing, radar sensing, Wi-Fi sensing, wearable sensing, LIDAR sensing, etc.

 Miscellaneous: Ambient intelligence, persuasive intelligence, bio-inspired intelligence, etc."
1624306722-387,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=2,"AWSE--EI Compendex, SCOPUS 2021",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=126587&copyownerid=13881,"Full name: 2021 Asia Workshop on Software Engineering (AWSE 2021)--EI Compendex, SCOPUS

Abbreviation: AWSE 2021



                  Asia Workshop on Software Engineering

                    ●(AWSE 2021) Ei & Scopus index●



                  Xi'an, China | September 24-26, 2021





Asia Workshop on Software Engineering (AWSE 2021), which is scheduled to be held during September 24-26, 2021 in Xi'an, China will offer researchers, delegates and scholars an incredible chance to interact with each other and share their experience and knowledge of technology application.





→Topics

AI for Software Engineering; Agile methodologies; Cloud and Service-oriented Computing; Component-based Software Engineering; Embedded Real-time Systems; Parallel, Distributed, and Concurrent Systems; Reverse Engineering; Search-based Software Engineering; Testing, Verification, and Validation; Web-based Software Engineering etc.

For more topics, please check：http://awse.org/cfp.html





→Publication

Accepted papers after proper registration and presentation will be published in the Conference Proceedings, which will be submitted for indexing by Ei Compendex, Scopus, etc.





→Submission Guideline

1). English is the official language of the conference; the paper should be written and presented only in English.

2). Abstract submission for presentation only without publication. Full paper submission for both presentation and publication.

3). Each full paper should be no less than 8 pages, including all figures, tables, and references. Extra page(s) will be charged.

* Send to official email directly: awse@iacsit.org

* Submit via Online submission system: http://confsys.iconf.org/submission/awse2021





→Contact:

* Conference secretary: Ms. Linda Yang

* Tel: +86-18080013977

* Email: awse@iacsit.org  

* Website: http://awse.org/index.html

Office Hour: 09:30--12:00, 13:30--18:00, Monday to Friday (GMT+8 Time Zone)"
1624306297-223,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=10,"IEEE ICITE--EI Compendex, Scopus 2021",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=117782&copyownerid=13881,"Full Name: 2021 IEEE 6th International Conference on Intelligent Transportation Engineering (IEEE ICITE 2021)--Ei Compendex, Scopus

Abbreviation: IEEE ICITE 2021

Beijing, China | September 17-19, 2021

http://www.icite.org



**Co-sponsors: 

IEEE

College of Metropolitan Transportation, Beijing University of Technology

State Key Lab of Rail Traffic Control & Safety, Beijing Jiaotong University



**Technical Sponsors: 

Beijing Union University

Zhejiang University

IEEE VTS Beijing Chapter

Singapore Institute of Electronics



**Proceedings

Papers will be submitted in the ICITE Conference Proceedings, and reviewed by the IEEE Conference Publication Program for IEEE Xplore, Ei Compendex and Scopus.



**Previous ICITE

ICITE2020 | Virtual Conference

ISBN: 978-1-7281-9409-7 - IEEE Xplore

ICITE2019 | National University of Singapore

ISBN: 978-1-7281-4552-5 - IEEE Xplore

ICITE2018 | National University of Singapore

ISBN: 978-1-5386-7830-5 - IEEE Xplore

ICITE2017 | Nanyang Technological University

ISBN: 978-1-5090-6272-0 - IEEE Xplore

ICITE2016 | Nanyang Technological University

ISBN: 978-1-4673-9046-0 - IEEE Xplore



**ICITE Conference Committees

International Advisory Committee

Prof. Wang Feiyue, Institute of Automation, Chinese Academy of Sciences,

China (Fellow of IEEE, INCOSE, IFAC, ASME, and AAAS )

Prof. Miguel A ngel Sotelo, University of Alcalá, Spain (Fellow of IEEE, PastPresident of the IEEE ITS Society )

Conference Committee Chairs

Prof. Bo Ai, Beijing Jiaotong University, China (IET Fellow, IEEE Senior Member)

Prof. Yanyan Chen, Beijing University of Technology, China

Technical Program Committee Chairs

Prof. Xiangxian Chen, Zhejiang University, China

Prof. Marco Pruckner, University of Erlangen-Nuernberg, Germany

Technical Program Committee Co-Chairs

Prof. Qinyu Zhang, Harbin Institute of Technology, China

Prof. Zan Li, Xidian University, China (IET Fellow, IEEE Senior Member)

Prof. Zhigang Xu, Chang’an University, China

Assoc. Prof. Ruimin Li, Tsinghua University, China

ICITE Award Chairs

Prof. Zhiyong Feng, Beijing University of Posts and Telecommunications, China

Prof. Zhengbing He, Beijing University of Technology, China

Prof. Jian Sun, Tongji University, China

Prof. Guoqiang Mao, University of Technology Sydney, Australia (IEEE Fellow,

IET Fellow)

Prof. Yue Gao, University of Surrey, UK

Student Program Chairs

Prof. Chunxiao Jiang, Tsinghua University, China (IEEE Senior Member)

Assoc. Prof. Guoyu Ma, Beijing Jiaotong University, China

Assoc. Prof. Zhiyuan Sun, Beijing University of Technology, China

Assoc. Prof. Yingying Ma, South China University of Technology, China

Local Committees

Assoc. Prof. Jin Wang, Beijing University of Technology, China

Assoc. Prof. Jiancheng Weng, Beijing University of Technology, China

Lecturer Tongfei Li, Beijing University of Technology, China

Lecturer Shaojun Gan, Beijing University of Technology, China



**ICITE Keynote Speakers

Prof. Feiyue Wang, Chinese Academy of Sciences. Fellow of IEEE, INCOSE, IFAC, ASME, and AAAS

Prof. Jinhu Lü, Beihang University. Fellow of IEEE

Prof. Miguel Angel Sotelo, University of Alcala. Fellow of IEEE, Past-President of the IEEE ITS Society 



**ICITE Invited Speakers

Prof. Biyu Chen, Wuhan University

Prof. Zhiyuan Liu, Southeast University

Prof. Wanjing Ma, Tongji University

Prof. Zhijia Tan, Dalian Maritime University

Prof. Daxin Tian, Beihang University. Senior member of IEEE, CCF and ITSC

Prof. Mai Xu, Beihang University

Prof. Haijun Zhang, University of Science & Technology Beijing

Prof. Zhenyu Zhou, North China Electric Power University. IEEE Senior Member

Assoc. Prof. Li Li, Tsinghua University. IEEE Fellow

Assoc. Prof. Sheng Jin, Zhejiang University



**Submission

ICITE 2021 is now accepting manuscript submissions. 



Please submit your full paper to us: icite@zhconf.ac.cn



**Conference Schedule

September 17, 2021: Participants Registration & Conference Kits Collection 

September 18, 2021: Opening Remarks & Keynote Speeches, Oral & Poster Sessions

September 19, 2021: Social Activity (option)  

 

**Contact us

Ms. Suvy S.W. Li

Tel:+86-28-83533337

WeChat: iconf-cs

Email: icite@zhconf.ac.cn"
1624306054-128,http://www.wikicfp.com/cfp/call?conference=artificial%20intelligence&page=15,ICPRAM 2022,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=132546&copyownerid=45217,"CALL FOR PAPERS  

11th International Conference on Pattern Recognition Applications and Methods ICPRAM 



website: http://www.icpram.org   



February 3 - 5, 2022 Vienna, Austria 





Proceedings will be submitted for indexation by: SCOPUS, Google Scholar, DBLP, Semantic Scholar, Microsoft Academic, EI and Web of Science / Conference Proceedings Citation Index. 

                      



IMPORTANT DATES:   



Regular Paper Submission: September 14, 2021  

Authors Notification (regular papers): November 15, 2021  

Final Regular Paper Submission and Registration: November 29, 2021  





Position Paper Submission: October 29, 2021  

Authors Notification (position papers): December 7, 2021  

Final Regular Paper Submission and Registration: December 21, 2021  



Scope:

The International Conference on Pattern Recognition Applications and Methods is a major point of contact between researchers, engineers and practitioners on the areas of Pattern Recognition and Machine Learning, both from theoretical and application perspectives. Contributions describing applications of Pattern Recognition techniques to real-world problems, interdisciplinary research, experimental and/or theoretical studies yielding new insights that advance Pattern Recognition methods are especially encouraged.  Papers describing original work are invited in any of the areas listed below. Accepted papers, presented at the conference by one of the authors, will be published in the proceedings of ICPRAM with an ISBN. Acceptance will be based on quality, relevance and originality. There will be both oral and poster sessions.  Special sessions, dedicated to case-studies and commercial presentations, as well as technical tutorials, dedicated to technical/scientific topics, are also envisaged: companies interested in presenting their products/methodologies or researchers interested in presenting a demo or lecturing a tutorial are invited to contact the conference secretariat.



Conference Topics:

Area 1: Theory and Methods

- Advanced Learning Methods

- Linear Models and Dimensionality Reduction

- Machine Learning Methods

- Model Representation and Selection

- Shape Representation

- Signal Processing

- Bayesian Models and Stochastic Methods

- Case-Based Reasoning

- Classification and Clustering

- Deep Learning and Neural Networks

- Ensemble Methods

- Evolutionary Computation

- Feature Selection and Extraction

- Knowledge Acquisition and Representation



Area 2: Applications

- Audio and Speech Analysis

- Motion Tracking and Action Recognition

- Natural Language Processing 

- Robotics

- Sensors and Early Vision

- Virtual Environments

- Bioinformatics and Systems Biology

- Biometrics

- Data Mining and Algorithms for Big Data

- Document Analysis

- Image and Video Analysis and Understanding

- Industry Related Applications

- Information Retrieval

- Medical Imaging





ICPRAM KEYNOTE LECTURE

Mihaela van der Schaar, John Humphrey Plummer Professor of Machine Learning, AI, and Medicine, University of Cambridge, United Kingdom

Krystian Mikolajczyk, Imperial College London, United Kingdom

Tinne Tuytelaars, KU Leuven, Belgium

Nicu Sebe, University of Trento, Italy





ICPRAM CONFERENCE CHAIR:

Ana Fred, Instituto de Telecomunicações and University of Lisbon, Portugal



ICPRAM PROGRAM CO-CHAIRS:

Maria De Marsico, Sapienza Università di Roma, Italy

Gabriella Sanniti di Baja, Italian National Research Council CNR, Italy



PROGRAM COMMITTEE

http://www.icpram.org/ProgramCommittee.aspx



ICPRAM Secretariat

Address: Avenida de S. Francisco Xavier, Lote 7 Cv. C

Tel: +351 265 520 185

Fax: +351 265 520 186

Web: http://www.icpram.org

e-mail: icpram.secretariat@insticc.org"
